Participant,Prime,Prime_Duration,rt,Response,Accuracy
KY,ERUPT,116.66,1020.285,ERUPT,1
KY,TRAITOR,116.55,3627.43,VOLCANO,0
KY,MUZZLE,116.045,1166.15,PUZZEL,0
KY,VOID,116.645,775.72,VOID,1
KY,REACTOR,124.745,299.83,XXXXX,0
KY,CORNER,116.92,1000.095,CORNER,1
KY,VODKA,116.405,1084.72,VODKA,1
KY,LEND,116.62,762.285,LEND,1
KY,FLAK,116.75,975.48,FREAK,0
KY,DAMAGE,117.295,2217.025,DAMAGE,1
KY,RESUME,116.795,1043.37,RESUME,1
KY,SPUNK,116.255,1133.3,SPUNK,1
KY,MEET,122.66,999.76,MEET,1
VC,TRIVIA,115.96,3146.465,TRIVIA,1
VC,FLAK,122.735,4462.07,TRIVIA,0
VC,HOSTEL,116.02,1636.09,HOSTEL,1
VC,REACTOR,116.18,2183.235,REACTOR,1
VC,PULL,114.485,1546.255,PULL,1
VC,MEET,116.625,1350.6,MEET,1
VC,CORNER,117.17,1592.975,CORNER,1
VC,SPUN,118.96,963.2,SPUN,1
VC,WIND,116.35,774.3,WIND,1
VC,CHEER,122.37,1840.365,CHEER,1
VC,TOTALLY,116.24,1539.71,TOTALLY,1
VC,ERUPT,116.72,968.5,ERUPT,1
VC,UNEASY,117.05,1797.42,UNSEASY,0
VC,KEEP,117.73,1032.745,KEEP,1
VC,PIAZZA,115.495,1769.6,PIZZA,0
VC,CHEAT,121.26,1200.57,CHEAT,1
VC,MUZZLE,117.455,1238,MUZZLE,1
VC,EFFIGY,116.41,1500.625,EFFIGY,1
VC,LYNX,118.725,1134.12,LYNX,1
VC,SHAVE,122.17,1585.49,SHAVE,1
VC,FAUNA,116.355,1136.39,FAUNA,1
VC,SPUNK,116.585,774.615,XXXXX,0
VC,CEASE,116.24,1387.06,CEASE,1
VC,RESUME,114.765,1214.7,RESUME,1
VC,VOID,116.06,1013.26,VOID,1
VC,SUIT,115.11,756.775,SUIT,1
VC,VODKA,116.71,2565.005,VODKA,1
VC,OPTION,116.435,333.4,XXXXX,0
VC,STARK,116.79,1055,STARK,1
VC,MIDLAND,116.445,2167.995,MIDLAND,1
VC,MORAL,116.69,399.97,XXXXX,0
VC,CLAW,116.97,929.96,CLAW,1
VC,LEND,116.35,908.555,LEAF,0
VC,FREAK,116.455,966.74,FREAK,1
VC,PEEP,116.36,1137.2,DEEP,0
VC,SPAN,116.21,2029.08,SPAN,1
VC,FOREST,117.315,1612.34,FOREST,1
VC,DAMAGE,117.23,2737.51,DAMAGES,1
VC,SNAP,116.495,1182,SNAP,1
VC,TRAITOR,116.88,1562.105,TRAITOR,1
SK2,PEEP,126.58,2130.39,PRESS,0
SK2,SPUN,119.905,869.1,SPIN,0
SK2,OPTION,117.335,1141.57,XXXXX,0
SK2,CLAW,118.95,1102.495,CLAW,1
SK2,CORNER,115.98,1778.555,CORNERS,1
SK2,UNEASY,116.855,1913.29,XXXXX,0
SK2,VODKA,116.66,1164.55,VODKA,1
SK2,CHEAT,122.92,1217.6,CHEAT,1
SK2,KEEP,115.19,797.57,KEEP,1
SK2,REACTOR,116.48,1465.255,XXXXX,0
SK2,VOID,117.495,1012.705,VOID,1
SK2,ERUPT,116.88,640.77,ERUPT,1
SK2,PIAZZA,115.875,1709.67,PIZZA,0
SK2,LEND,116.67,737.505,LEGEND,0
SK2,TOTALLY,117.225,2026.295,TOTALLY,1
SK2,MEET,115.93,1187.57,MEET,1
SK2,FAUNA,116.865,1311.295,FRAUD,0
SK2,MORAL,116.385,285.77,XXXXX,0
SK2,HOSTEL,117.045,968.61,HOTEL,0
SK2,LYNX,117.525,1299.77,LYNC,0
SK2,CHEER,116.03,1793.025,XXXXX,0
SK2,SHAVE,116.12,1187.025,SHAVE,1
SK2,FOREST,114.39,1406.8,FORGET,0
SK2,RESUME,117.35,2396.515,ASSUME,0
SK2,TRIVIA,115.345,1419.555,THRIVE,0
SK2,FREAK,118.525,1019.2,FREK,0
SK2,MUZZLE,115.95,1816.48,MUZZLE,1
SK2,MIDLAND,116.72,1597.05,MIDLANDS,1
SK2,FLAK,117.255,346.29,XXXXX,0
SK2,CEASE,116.165,1102.16,EASE,1
SK2,STARK,115.485,2034.76,STARK,1
SK2,PULL,117.265,1351.02,PULL,1
SK2,WIND,119.16,266.425,XXXXX,0
SK2,EFFIGY,116.525,354.085,XXXXX,0
SK2,DAMAGE,116.625,1139.755,DAMAGE,1
SK2,SPAN,116.485,1364.28,SPAIN,0
SK2,TRAITOR,117.59,2363.86,TRAITOR,1
SK2,SUIT,115.46,1218.05,SUIT,1
SK2,SNAP,117.59,836.315,NAP,1
SK2,SPUNK,117.07,1317.015,SPUNK,1
