participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1
JM,CONSIDER,1722.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TROUBLE,2367.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,FIDGET,3051.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,COLLECT,6140.415,Studied,38,4,Identical,27,Identical,COLLECT,NA,NA
JM,TRIGGER,3930.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TENSE,2165.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,EAT,1134.115,NA,NA,NA,NA,"39,42",Related,INFANT,BABY,NA
JM,MICE,773.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,MAKE,1017.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,MOLE,2300.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,SLAVE,5207.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,SLEET,910.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TAUGHT,3299.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,ROP,948.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,ROPE,636.995,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,CLEAN,3298.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,FORK,749.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,SPOON,916.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,TOUCH,3067.37,Studied,6,1,NA,3,Related,LEGS,ARMS,NA
SS,KNIT,1865.575,Studied,5,1,NA,4,Unrelated,WEIGHT,NA,NA
SS,YEAR,1084.54,Studied,4,3,NA,8,Identical,LAUGH,NA,NA
SS,SWORD,1817.24,Studied,5,3,NA,9,Related,CHALK,BOARD,NA
SS,MINDBLANK,8001.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS,SWING,4866.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
SY,SWORD,1033.75,Studied,13,1,NA,"1,4",firstword,firstword,NA,NA
SY,MONARCH,1449.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
SY,BROKEN,1749.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
SY,MIRROR,933,NA,NA,NA,NA,NA,NA,NA,NA,NA
SY,RIGHTRIGHTRIGHTRIGHTRIGHTLEFTLEFT,8002.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
SY,RIGHT,4667.085,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
SY,HELLO,4034.505,Studied,34,4,NA,8,Identical,SMALL,NA,NA
SY,ENGLISH,2650.75,Studied,3,4,NA,7,Unrelated,SMOKE,NA,NA
SY,SCISSORS,3266.795,Studied,12,2,NA,4,Unrelated,TEETH,NA,NA
SY,BREAK,949.54,Studied,1,1,NA,"2,10",Unrelated,READ,NA,NA
SY,STREET,1232.875,Studied,3,1,NA,8,Unrelated,NOSE,NA,NA
SY,KNIFE,949.955,Studied,11,2,NA,5,Unrelated,DOLLAR,NA,NA
SY,WANDER,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM,LAWYER,3477.155,Studied,6,1,NA,1,firstword,firstword,NA,NA
BM,CHAIR,2783.335,Studied,37,1,NA,29,Identical,BOMB,NA,NA
BM,OUTTAKE,4188.865,Studied,7,1,Identical,38,Unrelated,PROPER,NA,NA
BM,STARS,2749.4,Studied,1,2,Identical,38,Identical,SOUTH,NA,NA
BM,CAMP,1716.725,Studied,8,2,NA,4,Identical,LAND,NA,NA
BM,HOTEL,1899.915,Studied,3,2,Identical,23,Identical,HOTEL,NA,NA
BM,KISS,968.335,Studied,9,2,NA,6,Unrelated,SLEEP,NA,NA
BM,FISH,1269.545,Studied,21,1,Identical,32,Identical,FLOWER,NA,NA
BM,BIRD,921.69,Studied,24,1,NA,7,Unrelated,FAKE,NA,NA
BM,RIVER,6234.16,NA,NA,NA,NA,8,Unrelated,UNDER,NA,NA
BM,BOMB,3517.56,Studied,36,1,Identical,30,Related,CASH,MONEY,NA
BM,STAIRS,6884.625,Studied,23,1,Identical,NA,NA,NA,NA,NA
BM,ANIMAL,1799.655,Studied,23,4,NA,11,Related,FLEX,MUSCLE,NA
BM,WORK,4317.535,Studied,38,1,NA,10,Related,SWISS,CHEESE,NA
BM,CLOCK,3935.765,Studied,11,4,Identical,16,Unrelated,NECK,NA,NA
BM,TRIP,6934.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM,ROAD,2550.895,Studied,34,2,NA,5,Unrelated,EFFECT,NA,NA
BM,STOMACH,2433.44,Studied,13,2,NA,29,Identical,HOOP,NA,NA
BM,BRIDE,6142.945,Studied,11,2,Identical,28,Identical,BRIDE,NA,NA
BM,COFFEE,5618.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM,MO,8000.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM,MONEY,2283.27,Studied,12,1,NA,NA,NA,NA,NA,CASH
BM,FUNERAL,5934.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,TOES,4199.47,Studied,2,2,NA,2,Unrelated,STREET,NA,NA
WB,MINUTE,2599.995,Studied,2,3,NA,9,Related,MINE,YOURS,NA
WB,LAKE,2866.305,Studied,40,1,NA,14,Unrelated,TIRED,NA,NA
WB,FROG,1433.565,Studied,41,1,NA,16,Unrelated,OVEN,NA,NA
WB,CLOSE,2566.475,Studied,24,3,NA,6,Unrelated,PLANE,NA,NA
WB,WHOLE,4118.06,Studied,15,3,NA,1,firstword,firstword,NA,NA
WB,ROAD,5450.16,Studied,26,1,NA,"3,7",Related,GLOBE,WORLD,NA
WB,NIGHT,1398.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,TOUR,5449.565,Studied,1,2,NA,3,Unrelated,HAPPY,NA,NA
WB,CORAL,6266.59,Studied,6,3,NA,11,Unrelated,VOTE,NA,NA
WB,TIME,6249.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,KISS,3932.895,Studied,35,1,NA,19,Unrelated,JEANS,NA,NA
WB,EARLY,7017.415,Studied,14,3,Identical,20,Identical,EARLY,NA,NA
WB,HOME,2432.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,SHEETS,4531.61,Studied,20,4,Identical,21,Identical,SHEETS,NA,NA
WB,FROG,2182.7,Studied,41,1,NA,16,Unrelated,OVEN,NA,NA
WB,B,8697.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
WB,BIRD,2501.605,Studied,16,4,Identical,NA,NA,NA,NA,NA
AL,MAGIC,7203.325,Studied,16,3,NA,9,Related,LISTEN,HEAR,NA
AL,BALL,6202.195,NA,NA,NA,Identical,22,Identical,BALL,NA,NA
AL,DOCTOR,3749.64,Studied,2,1,NA,"3,36",Related,DUMB,STUPID,NA
AL,LARGE,1231.75,Studied,38,2,Identical,41,Identical,LARGE,NA,NA
AL,ALLOW,6734.005,Studied,18,2,Identical,"36,42",Identical,ALLOW,NA,NA
AL,SHIR,3297.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,SHIRT,1632.13,Studied,17,1,Identical,4,Identical,SHIRT,NA,NA
AL,PANTS,1331.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,CAK,4434.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,CAKE,947.65,Studied,1,2,NA,1,firstword,firstword,NA,NA
AL,ALLOW,5903.055,Studied,18,2,Identical,"36,42",Identical,ALLOW,NA,NA
AL,FIRE,2932.545,Studied,7,2,NA,27,Unrelated,NOISE,NA,NA
AL,OVEN,1516.39,Studied,6,2,NA,9,Unrelated,MINOR,NA,NA
AL,SMART,1697.63,Studied,2,2,Identical,4,Identical,SMART,NA,NA
AL,GLASSES,2237.585,Studied,4,2,NA,8,Unrelated,PRESENT,NA,NA
AL,DRUGS,1350.915,Studied,33,4,NA,"1,41",firstword,firstword,NA,NA
AL,SHERIFF,1416.985,Studied,36,4,NA,"4,38",Identical,RENT,NA,NA
AL,TOOLS,2349.785,NA,NA,NA,NA,10,Related,SEVERAL,MANY,NA
AL,CLASS,8000.215,Studied,4,1,NA,2,Identical,PROPER,NA,NA
AL,NIGHT,1516.92,NA,NA,NA,NA,1,firstword,firstword,NA,NA
AL,LIST,2900.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,CHILD,4185.195,Studied,9,4,Identical,19,Related,TARNISH,SILVER,NA
AL,CHILDREN,2702.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LIKE,2684.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,WANT,1299.955,Studied,30,2,NA,15,Related,DESIRE,WANT,DESIRE
AL,DOCTOR,7067.37,Studied,2,1,NA,"3,36",Related,DUMB,STUPID,NA
AL,CLAS,8000.195,NA,NA,NA,NA,22,Identical,GUILT,NA,NA
AL,STUPID,4079.96,Studied,26,1,NA,28,Unrelated,STAIRS,NA,DUMB
AL,LIGHT,3526.295,Studied,10,1,NA,37,Related,LAMB,SHEEP,BEAM
AL,ALLOW,7102.415,Studied,18,2,Identical,"36,42",Identical,ALLOW,NA,NA
AL,CARRY,3241.95,Studied,24,2,Identical,31,Identical,CARRY,NA,NA
AL,MOVE,1666.47,Studied,6,1,Identical,27,Identical,MOVE,NA,NA
AL,HOME,5268.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,WISH,2750.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,BRIGHT,5284.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MARRY,5535.66,Studied,12,4,Identical,8,Identical,THANKS,NA,NA
AL,WATCH,6768.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,OPEN,3737.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,BALL,3385.525,NA,NA,NA,Identical,22,Identical,BALL,NA,NA
AL,BASE,4099.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,GLASS,8001.145,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,QUIT,8000.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,KNOW,3183.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LIKE,5967.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,HATE,4183.565,Studied,34,4,NA,2,Identical,MARRY,NA,NA
AL,THIS,2301.385,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,JOKE,2800.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,CHILDREN,3015.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,SODA,4618.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,YOU,3967.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,POKE,5717.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LAWYER,4667.535,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
AL,BAKE,2966.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,REAL,6350.045,Studied,15,4,Identical,NA,NA,NA,NA,NA
AL,FAKE,1117.485,Studied,9,1,Identical,33,Identical,FAKE,NA,NA
AL,TRY,8000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MINUTE,2917.495,NA,NA,NA,NA,34,Related,IMMORAL,WRONG,NA
AL,WIN,1916.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LOSE,7483.915,Studied,1,3,NA,4,Unrelated,NAVY,NA,NA
AL,HELLO,5785.065,Studied,22,2,NA,17,Related,GREET,HELLO,GREET
AL,GOOD,3835.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MORNING,1466.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,DAY,931.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MISS,6025.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,THROW,1632.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MINUTE,5819.555,NA,NA,NA,NA,34,Related,IMMORAL,WRONG,NA
AL,GREETING,6033.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,TREE,3882.02,Studied,8,3,NA,NA,NA,NA,NA,NA
AL,REMEMBER,4231.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MEMORY,8000.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LIKE,4399.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,NIGHT,2300.72,NA,NA,NA,NA,1,firstword,firstword,NA,NA
AL,NEW,4218.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,OLD,1050.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MAKE,2618.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MADE,1899.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MAD,932.8,Studied,21,2,NA,20,Unrelated,WORLD,NA,NA
AL,RIGHT,2200.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,WRITE,1683.995,Studied,28,1,Identical,13,Related,WASP,STING,NA
AL,LEFT,1248.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,RU,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,RUN,1933.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LIKELY,3550.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,LETTER,1500.135,Studied,8,2,Identical,23,Identical,LETTER,NA,NA
AL,PENCIL,5749.975,Studied,27,2,Identical,16,Identical,PENCIL,NA,NA
AL,PAPER,1300.67,Studied,19,2,Identical,"5,25,18,37",Identical,PAPER,NA,NA
AL,I,5583.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,PEN,1283.47,NA,NA,NA,NA,12,Unrelated,SHOES,NA,NA
AL,CLING,3500.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,BIND,4567.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MIND,2231.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
AL,MOR,8000.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE,JAIL,2797.865,Studied,29,3,NA,10,Identical,CHEESE,NA,NA
JE,BLACK,4349.815,Studied,6,4,NA,8,Identical,DEAF,NA,WHITE
JE,LAKE,1200.56,Studied,2,4,NA,4,Related,SLAY,KILL,NA
JE,FROG,883.84,Studied,4,4,NA,5,Unrelated,EFFECT,NA,NA
JE,STREET,3716.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE,THIEF,2060.3,Studied,8,4,NA,9,Related,ABOVE,BELOW,NA
JE,THIEF,1433.04,Studied,8,4,NA,9,Related,ABOVE,BELOW,NA
JE,MILK,3749.195,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
JE,THIRST,1584.62,Studied,7,1,Identical,25,Identical,THIRST,NA,NA
JE,SON,3233.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
JE,MOTHER,2034.285,Studied,31,1,NA,"20,19",Related,LEND,BORROW,NA
JE,BUCKET,2832.99,Studied,2,1,NA,2,Related,EXHALE,INHALE,NA
JE,YELLOW,1588.55,Studied,32,3,NA,12,Related,EAST,WEST,NA
JE,ORANGE,1195.475,Studied,6,3,NA,13,Identical,TWELVE,NA,NA
JE,LEMON,917.46,Studied,29,2,NA,8,Identical,MINUTE,NA,NA
JE,CLOCK,1600.205,Studied,28,2,NA,5,Identical,PHONE,NA,NA
JE,HORSE,985.92,Studied,24,2,NA,6,Identical,PLANT,NA,NA
JE,DOOR,5983.89,Studied,42,4,NA,7,Related,HULA,HOOP,NA
JE,SOUTH,1333.37,Studied,13,4,NA,"13,19",Unrelated,SPICE,NA,NA
JE,BRIDE,1867.365,Studied,22,4,NA,23,Related,FROWN,SMILE,GROOM
JE,DUSK,950.33,Studied,23,4,NA,24,Identical,WORLD,NA,DAWN
JE,FIVE,7068.105,Studied,19,4,NA,17,Identical,GHOST,NA,NA
JE,DEVIL,7169.41,Studied,27,4,Identical,25,Unrelated,GLASSES,NA,NA
JE,POND,5866.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
AO,FLOWER,8000,Studied,24,2,Identical,20,Identical,SPOON,NA,NA
AO,TREE,7999.63,NA,NA,NA,NA,"41,33",Identical,WEIGHT,NA,NA
AO,YELLOW,7998.75,Studied,25,2,Identical,"6,9",Unrelated,STRESS,NA,NA
AO,RED,8001.505,NA,NA,NA,NA,5,Related,DIME,NICKEL,NA
AO,MOTHER,7999.605,Studied,3,4,Identical,41,Related,ARMY,NAVY,NA
AO,BALLET,8001.565,Studied,2,4,NA,2,Related,CENTER,MIDDLE,NA
AO,TOES,8000.815,Studied,1,4,NA,1,firstword,firstword,NA,NA
AO,BOTTLE,8000.965,NA,NA,NA,NA,"30,26",Related,PARROT,BIRD,NA
AO,PAPER,7999.73,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
AO,EGGS,8000.03,Studied,1,2,NA,NA,NA,NA,NA,BACON
AO,S,7999.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
AO,STAR,8000.425,NA,NA,NA,NA,28,Identical,LEARN,NA,NA
AO,MOON,8000.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
AO,SUN,8000.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
AO,TREE,8002.325,NA,NA,NA,NA,"41,33",Identical,WEIGHT,NA,NA
AO,FLOWER,7999.81,Studied,24,2,Identical,20,Identical,SPOON,NA,NA
AO,BIRD,8000.405,Studied,27,2,NA,NA,NA,NA,NA,PARROT
AO,FLY,8000.145,NA,NA,NA,NA,15,Unrelated,FIRE,NA,NA
NC,YELLOW,3401.2,Studied,32,1,NA,3,Identical,TWELVE,NA,NA
NC,DAGGER,2868.32,Studied,4,1,NA,NA,NA,NA,NA,CLOAK
NC,TENNIS,5053.61,Studied,27,3,NA,3,Identical,PAIN,NA,NA
NC,BALLET,1582.28,Studied,28,3,NA,8,Unrelated,BOARD,NA,NA
NC,HOME,8001.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PEN,7367.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,BASKET,1715.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,DOOR,1883.155,Studied,39,2,NA,40,Related,HINGE,DOOR,HINGE
NC,WATER,8001.015,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,MARKER,5485.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,CORAL,2967.305,Studied,4,4,NA,8,Unrelated,DEATH,NA,NA
NC,SHARK,1049.68,Studied,14,4,NA,2,Unrelated,SHALLOW,NA,NA
NC,HORSE,1517,Studied,15,4,NA,30,Related,TROT,HORSE,TROT
NC,AFTER,3133.24,NA,NA,NA,NA,13,Identical,BEFORE,NA,NA
NC,THERE,982.58,Studied,19,4,NA,12,Related,POST,OFFICE,NA
NC,WHERE,1217.95,Studied,26,4,Identical,11,Identical,WHERE,NA,NA
NC,HORSE,3919.38,Studied,15,4,NA,30,Related,TROT,HORSE,TROT
NC,SHOVE,3417.6,Studied,12,4,Identical,37,Identical,SHOVE,NA,NA
NC,UNCLE,1400.805,Studied,24,4,NA,21,Unrelated,PIECE,NA,NA
NC,KIL,3552.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,KILL,916.14,Studied,32,2,Identical,13,Identical,KILL,NA,NA
NC,COAT,2517.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PHONE,3550.215,Studied,16,4,NA,NA,NA,NA,NA,NA
NC,CALL,2650.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,MINOR,6268.9,Studied,13,2,Identical,28,Identical,MINOR,NA,NA
NC,MAJOR,1316.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,WINDOW,2656.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,SONG,8014.09,Studied,42,1,NA,8,Related,CLOAK,DAGGER,NA
NC,LOVE,6134.02,NA,NA,NA,NA,23,Related,CHORE,WORK,NA
NC,LENGTH,1416.215,Studied,37,1,Identical,40,Identical,LENGTH,NA,NA
NC,CUE,7702.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PLANT,1382.415,Studied,13,4,NA,4,Unrelated,BUSH,NA,NA
NC,GUI,8002.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,GUITAR,1950.515,Studied,12,1,NA,NA,NA,NA,NA,NA
NC,STAIR,4802.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,SHOE,2266.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,SNEAKER,1283.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NOSE,3399.67,Studied,26,3,NA,14,Related,MEDIA,NEWS,NA
NC,LIAR,2528.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,KIDNAP,2268.405,Studied,25,3,NA,16,Identical,HUNGER,NA,NA
NC,BLACK,7434.96,Studied,42,2,NA,1,firstword,firstword,NA,NA
NC,LADDER,4368.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LAMP,6200.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,TOWEL,4133.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NUN,6651.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,KWY,7517.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,KEY,683.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,UMBRELLA,7184.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,IMAGINE,4150.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,TRAIN,2220.46,Studied,29,2,NA,11,Related,SOIL,DIRT,NA
NC,STA,8001.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,STAR,1032.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NE,8000.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,NEON,1200.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LIGHT,2600.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PRUSPLE,7999.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PURPLE,2183.81,Studied,14,3,NA,NA,NA,NA,NA,VIOLET
NC,SHIRT,7250.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,FISH,1499.55,Studied,34,1,NA,26,Related,BAIT,FISH,BAIT
NC,BLANKET,4916.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PENCIL,2350.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,PICTURE,5152.815,Studied,10,2,Identical,16,Identical,PICTURE,NA,NA
NC,STORY,2950.475,Studied,9,1,Identical,20,Identical,STORY,NA,NA
NC,TIGER,2466.7,Studied,38,4,NA,NA,NA,NA,NA,LION
NC,BELIEF,4088.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LIKE,4401.015,NA,NA,NA,NA,21,Unrelated,SOUR,NA,NA
NC,FRIGHT,1733.06,Studied,2,1,NA,30,Related,SCARE,FRIGHT,SCARE
NC,WALK,5317.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,MAID,2233.805,Studied,1,1,NA,2,Unrelated,CAMP,NA,NA
LL,NINE,3702.52,Studied,2,1,NA,1,firstword,firstword,NA,NA
LL,JEANS,2450.55,Studied,4,1,NA,3,Identical,SURE,NA,NA
LL,ITCHY,3217.945,NA,NA,NA,NA,4,Related,SHRINK,SMALL,NA
LL,SOFT,2417.88,Studied,22,1,NA,26,Identical,FRONT,NA,NA
LL,SILK,1718.5,Studied,23,1,NA,25,Identical,WANT,NA,NA
LL,CASTLE,5025.545,Studied,25,1,NA,18,Related,MANAGER,BOSS,NA
LL,BOSS,1499.935,Studied,36,1,NA,19,Related,HERB,SPICE,MANAGER
LL,LETTER,5549.49,Studied,16,1,NA,10,Related,HAUL,CARRY,NA
LL,PENCIL,2299.57,Studied,9,1,NA,"9,20",Unrelated,DUSK,NA,NA
LL,PAPER,2501.765,Studied,34,1,NA,22,Related,DIGNITY,PRIDE,MARGIN
LL,STRANGE,6784.575,Studied,12,2,NA,16,Related,MIGHT,MAYBE,NA
LL,LAUGH,3917.95,Studied,18,2,NA,5,Unrelated,MOST,NA,NA
LL,LOVE,2706.68,Studied,22,2,NA,1,firstword,firstword,NA,NA
LL,TALK,1033.73,Studied,17,2,NA,7,Related,SEIZE,TAKE,NA
LL,MUSIC,4918.42,NA,NA,NA,Identical,31,Identical,MUSIC,NA,NA
LL,UNNER,7991.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,UNDER,3300.735,Studied,1,4,NA,6,Unrelated,ORANGE,NA,NA
LL,TOWN,2449.48,Studied,2,4,Identical,7,Identical,ROSE,NA,NA
LL,BABY,1870.895,Studied,4,4,NA,8,Related,CAVITY,TOOTH,NA
LL,SHALLOW,6755.445,Studied,4,3,NA,24,Unrelated,FINGER,NA,NA
LL,RAIN,3917.43,Studied,1,3,NA,1,firstword,firstword,NA,NA
LL,DOCTOR,8000.305,Studied,42,4,NA,5,Identical,TOWN,NA,NA
LL,SILK,2535.285,Studied,23,1,NA,25,Identical,WANT,NA,NA
LL,PAPER,6626.81,Studied,34,1,NA,22,Related,DIGNITY,PRIDE,MARGIN
LL,MILK,4766.99,Studied,19,4,NA,10,Identical,SELF,NA,NA
LL,POTATO,5970.52,Studied,11,3,NA,6,Identical,WRONG,NA,NA
LL,PURPOSE,3651.095,Studied,10,3,NA,9,Related,LEASE,RENT,NA
LL,CARD,1902.65,Studied,13,3,NA,13,Identical,PIECE,NA,NA
LL,HATE,2100.49,Studied,14,3,NA,10,Unrelated,FOUND,NA,NA
LL,ANN,8010.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
LL,ANNOY,2666.975,Studied,23,3,NA,11,Identical,STRIPE,NA,NA
LL,LIGHT,6250.43,Studied,37,4,NA,1,firstword,firstword,NA,NA
LL,DEATH,6925.4,Studied,35,3,NA,20,Unrelated,WHERE,NA,NA
LL,GRAVE,1549.975,Studied,31,4,NA,12,Related,TOPIC,SUBJECT,NA
AW,SHOE,8080.715,NA,NA,NA,NA,23,Related,WAND,MAGIC,NA
AW,WARM,7972.15,Studied,5,1,NA,5,Identical,ROOF,NA,NA
AW,LOVE,8014.105,Studied,42,1,NA,1,firstword,firstword,NA,NA
AW,SLEEP,7986.38,Studied,30,4,NA,41,Related,DOZE,SLEEP,DOZE
AW,GREEN,7990.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW,STIPE,8003.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW,STRIPE,7988.715,Studied,37,2,NA,19,Related,ZEBRA,STRIPE,ZEBRA
AW,SHIRT,8011.045,Studied,25,3,NA,"19,40",Unrelated,TOES,NA,NA
AW,JEANS,7977.405,Studied,41,4,Identical,NA,NA,NA,NA,NA
AW,HOT,7985.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW,CLOUD,8019.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
AW,TREE,7989.995,Studied,27,1,NA,NA,NA,NA,NA,ACORN
AW,HAIR,8001.755,Studied,12,1,NA,10,Related,SHATTER,BREAK,NA
AW,HEAD,8044.075,Studied,15,3,Identical,3,Identical,STUPID,NA,NA
AW,ROOF,8020.905,Studied,6,1,Identical,6,Identical,BELL,NA,NA
ZP,STINK,8007.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZP,MATH,4952.44,Studied,25,1,NA,"7,20",Unrelated,FLOWER,NA,NA
